"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","36.54","","","","2"
"2001","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","30.78","","","","2"
"2002","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","27.66","","","","2"
"2003","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","30.31","","","","2"
"2004","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","26.42","","","","2"
"2005","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","30.54","","","","2"
"2006","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","39.88","","","","2"
"2007","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","37.70","","","","2"
"2008","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","36.10","","","","2"
"2009","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","35.90","","","","2"
"2010","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","38.57","","","","2"
"2011","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","33.62","","","","2"
"2012","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","33.03","","","","2"
"2013","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","33.56","","","","2"
"2014","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","37.48","","","","2"
"2015","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","34.82","","","","2"
"2016","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","32.27","","","","2"
"2017","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","36.58","","","","2"
"2018","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","35.67","","","","2"
"2019","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units","0","v65783505","3.15","31.62","","","","2"


