"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Ontario","2016A000235","Total number of police officers","Number","223","units","0","v19457835","7.2","26148","","","","0"
"2015","Ontario","2016A000235","Total number of police officers","Number","223","units","0","v19457835","7.2","26205","","","","0"
"2016","Ontario","2016A000235","Total number of police officers","Number","223","units","0","v19457835","7.2","26168","","","","0"
"2017","Ontario","2016A000235","Total number of police officers","Number","223","units","0","v19457835","7.2","25981","","","","0"
"2018","Ontario","2016A000235","Total number of police officers","Number","223","units","0","v19457835","7.2","25327","","","","0"
"2019","Ontario","2016A000235","Total number of police officers","Number","223","units","0","v19457835","7.2","25340","","","","0"
"1998","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","17749","","","","0"
"1999","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","18165","","","","0"
"2000","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","18561","","","","0"
"2001","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","18886","","","","0"
"2002","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","19141","","","","0"
"2003","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","19581","","","","0"
"2004","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","19473","","","","0"
"2005","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","19531","","","","0"
"2006","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","19748","","","","0"
"2007","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","20254","","","","0"
"2008","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","20572","","","","0"
"2009","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","20981","","","","0"
"2010","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","21563","","","","0"
"2011","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","21539","","","","0"
"2012","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","21341","","","","0"
"2013","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","21384","","","","0"
"2014","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","21151","","","","0"
"2015","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","21131","","","","0"
"2016","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","21019","","","","0"
"2017","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","20834","","","","0"
"2018","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","20286","","","","0"
"2019","Ontario","2016A000235","Male police officers","Number","223","units","0","v53509199","7.10","20272","","","","0"
"1998","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","2705","","","","0"
"1999","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","2862","","","","0"
"2000","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","3076","","","","0"
"2001","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","3289","","","","0"
"2002","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","3486","","","","0"
"2003","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","3660","","","","0"
"2004","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","3741","","","","0"
"2005","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","3889","","","","0"
"2006","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4011","","","","0"
"2007","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4196","","","","0"
"2008","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4373","","","","0"
"2009","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4577","","","","0"
"2010","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4743","","","","0"
"2011","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4848","","","","0"
"2012","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4914","","","","0"
"2013","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4975","","","","0"
"2014","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","4997","","","","0"
"2015","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","5074","","","","0"
"2016","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","5149","","","","0"
"2017","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","5147","","","","0"
"2018","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","5041","","","","0"
"2019","Ontario","2016A000235","Female police officers","Number","223","units","0","v53509200","7.11","5068","","","","0"
"1998","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","7618","","","","0"
"1999","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","8056","","","","0"
"2000","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","8235","","","","0"
"2001","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","8332","","","","0"
"2002","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","8234","","","","0"
"2003","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","8554","","","","0"
"2004","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","8683","","","","0"
"2005","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","9114","","","","0"
"2006","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","9428","","","","0"
"2007","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","9800","","","","0"
"2008","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","9956","","","","0"
"2009","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10359","","","","0"
"2010","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10369","","","","0"
"2011","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10687","","","","0"
"2012","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10832","","","","0"
"2013","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10653","","","","0"
"2014","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10592","","","","0"
"2015","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10875","","","","0"
"2016","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10791","","","","0"
"2017","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","10874","","","","0"
"2018","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","11126","","","","0"
"2019","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units","0","v19457836","7.3","11608","","","","0"
"1998","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.7","","","","1"
"1999","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.6","","","","1"
"2000","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.6","","","","1"
"2001","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.7","","","","1"
"2002","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.7","","","","1"
"2003","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.7","","","","1"
"2004","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.7","","","","1"
"2005","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.6","","","","1"
"2006","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2007","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2008","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2009","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2010","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2011","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2012","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.4","","","","1"
"2013","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2014","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.5","","","","1"
"2015","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.4","","","","1"
"2016","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.4","","","","1"
"2017","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.4","","","","1"
"2018","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.3","","","","1"
"2019","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units","0","v19457838","7.4","2.2","","","","1"
"1998","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","179.9","","","","1"
"1999","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","182.7","","","","1"
"2000","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","185.2","","","","1"
"2001","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","186.4","","","","1"
"2002","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","187.1","","","","1"
"2003","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","189.8","","","","1"
"2004","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","187.4","","","","1"
"2005","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","186.9","","","","1"
"2006","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","187.6","","","","1"
"2007","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","191.6","","","","1"
"2008","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","193.6","","","","1"
"2009","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","196.6","","","","1"
"2010","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","200.3","","","","1"
"2011","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","199.0","","","","1"
"2012","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","196.1","","","","1"
"2013","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","195.1","","","","1"
"2014","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","192.0","","","","1"
"2015","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","191.2","","","","1"
"2016","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","188.6","","","","1"
"2017","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","184.6","","","","1"
"2018","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","176.9","","","","1"
"2019","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units","0","v19457840","7.6","174.0","","","","1"
"1998","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","21397","","","","0"
"1999","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","22528","","","","0"
"2000","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","20582","","","","0"
"2001","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","23573","","","","0"
"2002","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","23919","","","","0"
"2003","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","24566","","","","0"
"2004","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","24250","","","","0"
"2005","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","24385","","","","0"
"2006","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","24899","","","","0"
"2007","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","25476","","","","0"
"2008","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","25794","","","","0"
"2009","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","25957","","","","0"
"2010","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26381","","","","0"
"2011","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26419","","","","0"
"2012","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26600","","","","0"
"2013","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26795","","","","0"
"2014","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26639","","","","0"
"2015","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26712","","","","0"
"2016","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26721","","","","0"
"2017","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26798","","","","0"
"2018","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26054","","","","0"
"2019","Ontario","2016A000235","Authorized police officer strength","Number","223","units","0","v65783550","7.12","26139","","","","0"
"1998","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","188.2","","","","1"
"1999","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","195.8","","","","1"
"2000","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","176.1","","","","1"
"2001","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","198.1","","","","1"
"2002","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","197.8","","","","1"
"2003","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","200.7","","","","1"
"2004","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","195.7","","","","1"
"2005","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","194.6","","","","1"
"2006","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","196.7","","","","1"
"2007","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","199.6","","","","1"
"2008","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","200.2","","","","1"
"2009","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","199.7","","","","1"
"2010","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","200.8","","","","1"
"2011","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","199.2","","","","1"
"2012","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","198.6","","","","1"
"2013","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","198.3","","","","1"
"2014","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","195.6","","","","1"
"2015","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","194.9","","","","1"
"2016","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","192.6","","","","1"
"2017","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","190.4","","","","1"
"2018","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","182.0","","","","1"
"2019","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783551","7.13","179.4","","","","1"
"1998","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","39.0","","","","1"
"1999","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","35.5","","","","1"
"2000","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","34.6","","","","1"
"2001","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","33.1","","","","1"
"2002","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","31.9","","","","1"
"2003","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","30.6","","","","1"
"2004","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","29.1","","","","1"
"2005","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","28.1","","","","1"
"2006","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","28.8","","","","1"
"2007","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","26.7","","","","1"
"2008","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","25.3","","","","1"
"2009","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","24.1","","","","1"
"2010","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","22.5","","","","1"
"2011","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","21.2","","","","1"
"2012","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","20.7","","","","1"
"2013","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","18.9","","","","1"
"2014","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","18.5","","","","1"
"2015","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","18.7","","","","1"
"2016","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","19.4","","","","1"
"2017","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","20.9","","","","1"
"2018","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","23.3","","","","1"
"2019","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units","0","v19457841","7.7","24.2","","","","1"
"1998","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","100.72","","","","2"
"1999","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","92.31","","","","2"
"2000","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","89.04","","","","2"
"2001","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","86.54","","","","2"
"2002","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","84.54","","","","2"
"2003","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","83.15","","","","2"
"2004","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","78.19","","","","2"
"2005","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","76.95","","","","2"
"2006","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","78.57","","","","2"
"2007","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","74.50","","","","2"
"2008","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","70.94","","","","2"
"2009","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","69.30","","","","2"
"2010","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","65.58","","","","2"
"2011","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","61.17","","","","2"
"2012","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","59.04","","","","2"
"2013","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","52.58","","","","2"
"2014","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","49.93","","","","2"
"2015","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","51.05","","","","2"
"2016","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","53.29","","","","2"
"2017","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","56.34","","","","2"
"2018","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","60.36","","","","2"
"2019","Ontario","2016A000235","Crime severity index","Index","160","units","0","v65783552","7.14","60.70","","","","2"
"1998","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","35.79","","","","2"
"1999","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","38.27","","","","2"
"2000","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","40.33","","","","2"
"2001","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","38.56","","","","2"
"2002","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","39.20","","","","2"
"2003","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","36.53","","","","2"
"2004","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","37.54","","","","2"
"2005","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","39.59","","","","2"
"2006","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","39.48","","","","2"
"2007","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","40.91","","","","2"
"2008","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","41.73","","","","2"
"2009","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","42.03","","","","2"
"2010","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","42.26","","","","2"
"2011","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","43.02","","","","2"
"2012","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","43.34","","","","2"
"2013","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","43.71","","","","2"
"2014","Ontario","2016A000235","Weighted clearance rate","Rate","257","units","0","v65783553","7.15","43.12","","","","2"
