"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Nova Scotia","2016A000212","Total number of police officers","Number","223","units","0","v19457814","4.2","1895","","","","0"
"2014","Nova Scotia","2016A000212","Total number of police officers","Number","223","units","0","v19457814","4.2","1884","","","","0"
"2015","Nova Scotia","2016A000212","Total number of police officers","Number","223","units","0","v19457814","4.2","1855","","","","0"
"2016","Nova Scotia","2016A000212","Total number of police officers","Number","223","units","0","v19457814","4.2","1822","","","","0"
"2017","Nova Scotia","2016A000212","Total number of police officers","Number","223","units","0","v19457814","4.2","1831","","","","0"
"2018","Nova Scotia","2016A000212","Total number of police officers","Number","223","units","0","v19457814","4.2","1860","","","","0"
"2019","Nova Scotia","2016A000212","Total number of police officers","Number","223","units","0","v19457814","4.2","1852","","","","0"
"1998","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1451","","","","0"
"1999","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1432","","","","0"
"2000","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1433","","","","0"
"2001","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1419","","","","0"
"2002","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1421","","","","0"
"2003","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1438","","","","0"
"2004","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1417","","","","0"
"2005","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1406","","","","0"
"2006","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1423","","","","0"
"2007","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1498","","","","0"
"2008","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1587","","","","0"
"2009","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1598","","","","0"
"2010","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1607","","","","0"
"2011","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1610","","","","0"
"2012","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1610","","","","0"
"2013","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1570","","","","0"
"2014","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1552","","","","0"
"2015","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1522","","","","0"
"2016","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1487","","","","0"
"2017","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1502","","","","0"
"2018","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1522","","","","0"
"2019","Nova Scotia","2016A000212","Male police officers","Number","223","units","0","v53509193","4.10","1516","","","","0"
"1998","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","138","","","","0"
"1999","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","150","","","","0"
"2000","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","167","","","","0"
"2001","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","162","","","","0"
"2002","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","171","","","","0"
"2003","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","170","","","","0"
"2004","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","198","","","","0"
"2005","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","218","","","","0"
"2006","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","244","","","","0"
"2007","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","260","","","","0"
"2008","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","277","","","","0"
"2009","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","279","","","","0"
"2010","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","305","","","","0"
"2011","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","304","","","","0"
"2012","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","324","","","","0"
"2013","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","325","","","","0"
"2014","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","332","","","","0"
"2015","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","333","","","","0"
"2016","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","335","","","","0"
"2017","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","329","","","","0"
"2018","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","338","","","","0"
"2019","Nova Scotia","2016A000212","Female police officers","Number","223","units","0","v53509194","4.11","336","","","","0"
"1998","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","442","","","","0"
"1999","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","443","","","","0"
"2000","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","518","","","","0"
"2001","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","512","","","","0"
"2002","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","570","","","","0"
"2003","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","640","","","","0"
"2004","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","577","","","","0"
"2005","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","672","","","","0"
"2006","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","715","","","","0"
"2007","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","843","","","","0"
"2008","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","806","","","","0"
"2009","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","733","","","","0"
"2010","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","747","","","","0"
"2011","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","799","","","","0"
"2012","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","768","","","","0"
"2013","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","828","","","","0"
"2014","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","811","","","","0"
"2015","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","820","","","","0"
"2016","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","838","","","","0"
"2017","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","857","","","","0"
"2018","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","666","","","","0"
"2019","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units","0","v19457815","4.3","683","","","","0"
"1998","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","3.6","","","","1"
"1999","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","3.6","","","","1"
"2000","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","3.1","","","","1"
"2001","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","3.1","","","","1"
"2002","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.8","","","","1"
"2003","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.5","","","","1"
"2004","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.8","","","","1"
"2005","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.4","","","","1"
"2006","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.3","","","","1"
"2007","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.1","","","","1"
"2008","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.3","","","","1"
"2009","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.6","","","","1"
"2010","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.6","","","","1"
"2011","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.4","","","","1"
"2012","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.5","","","","1"
"2013","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.3","","","","1"
"2014","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.3","","","","1"
"2015","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.3","","","","1"
"2016","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.2","","","","1"
"2017","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.1","","","","1"
"2018","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.8","","","","1"
"2019","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units","0","v19457817","4.4","2.7","","","","1"
"1998","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","170.5","","","","1"
"1999","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","169.4","","","","1"
"2000","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","171.3","","","","1"
"2001","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","169.6","","","","1"
"2002","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","170.3","","","","1"
"2003","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","171.5","","","","1"
"2004","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","171.9","","","","1"
"2005","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","173.1","","","","1"
"2006","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","177.7","","","","1"
"2007","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","188.0","","","","1"
"2008","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","199.2","","","","1"
"2009","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","200.1","","","","1"
"2010","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","203.0","","","","1"
"2011","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","202.7","","","","1"
"2012","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","205.0","","","","1"
"2013","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","201.5","","","","1"
"2014","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","200.7","","","","1"
"2015","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","198.1","","","","1"
"2016","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","193.3","","","","1"
"2017","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","192.7","","","","1"
"2018","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","193.9","","","","1"
"2019","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units","0","v19457819","4.6","190.7","","","","1"
"1998","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1848","","","","0"
"1999","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1838","","","","0"
"2000","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1848","","","","0"
"2001","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1852","","","","0"
"2002","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1876","","","","0"
"2003","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1904","","","","0"
"2004","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1925","","","","0"
"2005","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1958","","","","0"
"2006","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","2021","","","","0"
"2007","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","2121","","","","0"
"2008","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","2255","","","","0"
"2009","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1944","","","","0"
"2010","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1951","","","","0"
"2011","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1968","","","","0"
"2012","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1981","","","","0"
"2013","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1967","","","","0"
"2014","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1949","","","","0"
"2015","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1928","","","","0"
"2016","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1935","","","","0"
"2017","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1932","","","","0"
"2018","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1924","","","","0"
"2019","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units","0","v65783514","4.12","1919","","","","0"
"1998","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","198.3","","","","1"
"1999","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","196.8","","","","1"
"2000","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","197.9","","","","1"
"2001","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","198.6","","","","1"
"2002","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","200.6","","","","1"
"2003","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","203.1","","","","1"
"2004","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","204.9","","","","1"
"2005","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","208.8","","","","1"
"2006","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","215.5","","","","1"
"2007","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","226.8","","","","1"
"2008","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","241.0","","","","1"
"2009","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","207.2","","","","1"
"2010","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","207.1","","","","1"
"2011","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","208.4","","","","1"
"2012","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","209.9","","","","1"
"2013","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","209.2","","","","1"
"2014","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","207.7","","","","1"
"2015","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","205.9","","","","1"
"2016","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","205.2","","","","1"
"2017","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","203.3","","","","1"
"2018","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","200.5","","","","1"
"2019","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783515","4.13","197.6","","","","1"
"1998","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","48.1","","","","1"
"1999","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","49.6","","","","1"
"2000","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","44.8","","","","1"
"2001","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","45.6","","","","1"
"2002","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","45.4","","","","1"
"2003","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","49.7","","","","1"
"2004","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","50.6","","","","1"
"2005","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","47.1","","","","1"
"2006","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","45.5","","","","1"
"2007","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","39.9","","","","1"
"2008","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","35.1","","","","1"
"2009","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","34.7","","","","1"
"2010","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","34.4","","","","1"
"2011","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","32.1","","","","1"
"2012","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","31.1","","","","1"
"2013","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","28.1","","","","1"
"2014","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","27.4","","","","1"
"2015","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","25.5","","","","1"
"2016","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","25.5","","","","1"
"2017","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","26.3","","","","1"
"2018","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","26.2","","","","1"
"2019","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units","0","v19457820","4.7","27.6","","","","1"
"1998","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","105.40","","","","2"
"1999","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","104.62","","","","2"
"2000","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","95.26","","","","2"
"2001","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","92.53","","","","2"
"2002","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","93.91","","","","2"
"2003","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","101.44","","","","2"
"2004","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","106.71","","","","2"
"2005","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","102.09","","","","2"
"2006","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","101.14","","","","2"
"2007","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","91.93","","","","2"
"2008","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","84.15","","","","2"
"2009","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","83.99","","","","2"
"2010","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","83.62","","","","2"
"2011","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","79.48","","","","2"
"2012","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","76.88","","","","2"
"2013","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","70.06","","","","2"
"2014","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","66.79","","","","2"
"2015","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","63.26","","","","2"
"2016","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","62.32","","","","2"
"2017","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","66.26","","","","2"
"2018","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","65.51","","","","2"
"2019","Nova Scotia","2016A000212","Crime severity index","Index","160","units","0","v65783516","4.14","66.05","","","","2"
"1998","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","35.55","","","","2"
"1999","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","35.63","","","","2"
"2000","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","33.38","","","","2"
"2001","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units","0","v65783517","4.15","33.74","","","","2"
