"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Actual incidents","Number","223","units","0","v44339986","2.1.1","34416","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Actual incidents","Number","223","units","0","v44339986","2.1.1","31917","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Actual incidents","Number","223","units","0","v44339986","2.1.1","31752","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Actual incidents","Number","223","units","0","v44339986","2.1.1","35003","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Actual incidents","Number","223","units","0","v44339986","2.1.1","35127","","","","0"
"1998","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6464.52","","","","2"
"1999","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6233.68","","","","2"
"2000","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6471.25","","","","2"
"2001","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6425.26","","","","2"
"2002","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6613.46","","","","2"
"2003","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6774.47","","","","2"
"2004","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6861.77","","","","2"
"2005","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6708.10","","","","2"
"2006","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6660.80","","","","2"
"2007","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","7015.38","","","","2"
"2008","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","7071.74","","","","2"
"2009","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","7263.19","","","","2"
"2010","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","7534.89","","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","7136.20","","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6844.18","","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6681.10","","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6218.20","","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6370.75","","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6500.63","","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6042.04","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6041.56","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6686.65","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44348517","2.1.2","6727.98","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","","..","","","2"
"1999","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-3.57","","","","2"
"2000","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","3.81","","","","2"
"2001","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-0.71","","","","2"
"2002","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","2.93","","","","2"
"2003","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","2.43","","","","2"
"2004","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","1.29","","","","2"
"2005","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-2.24","","","","2"
"2006","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-0.71","","","","2"
"2007","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","5.32","","","","2"
"2008","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","0.80","","","","2"
"2009","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","2.71","","","","2"
"2010","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","3.74","","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-5.29","","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-4.09","","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-2.38","","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-6.93","","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","2.45","","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","2.04","","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-7.05","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","-0.01","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","10.68","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44347823","2.1.3","0.62","","","","2"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","","..","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","","..","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","","..","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","","..","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","","..","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","","..","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","4422","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","4276","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","4043","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149919","2.1.15","4144","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","","..","","","2"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","","..","","","2"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","","..","","","2"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","","..","","","2"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","","..","","","2"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","","..","","","2"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","12.17","","","","2"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","11.87","","","","2"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","10.35","","","","2"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149920","2.1.16","10.55","","","","2"
"1998","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","16339","","","","0"
"1999","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","15173","","","","0"
"2000","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","13694","","","","0"
"2001","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","14115","","","","0"
"2002","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","13244","","","","0"
"2003","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","14804","","","","0"
"2004","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","14223","","","","0"
"2005","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","13329","","","","0"
"2006","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","15080","","","","0"
"2007","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","15906","","","","0"
"2008","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","16576","","","","0"
"2009","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","16379","","","","0"
"2010","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","15897","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","14634","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","14265","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","14062","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","13438","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","12566","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","13264","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","12795","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","12525","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","11525","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total cleared","Number","223","units","0","v44395152","2.1.4","10278","","","","0"
"1998","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","10613","","","","0"
"1999","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","10033","","","","0"
"2000","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","10044","","","","0"
"2001","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","10245","","","","0"
"2002","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","9059","","","","0"
"2003","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8894","","","","0"
"2004","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8279","","","","0"
"2005","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","7553","","","","0"
"2006","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","7212","","","","0"
"2007","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","7795","","","","0"
"2008","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8143","","","","0"
"2009","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8371","","","","0"
"2010","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8811","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8546","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8722","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8771","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8391","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8196","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8642","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8384","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8495","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","8249","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44339784","2.1.5","7291","","","","0"
"1998","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5726","","","","0"
"1999","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5140","","","","0"
"2000","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","3650","","","","0"
"2001","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","3870","","","","0"
"2002","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","4185","","","","0"
"2003","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5910","","","","0"
"2004","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5944","","","","0"
"2005","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5776","","","","0"
"2006","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","7868","","","","0"
"2007","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","8111","","","","0"
"2008","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","8433","","","","0"
"2009","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","8008","","","","0"
"2010","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","7086","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","6088","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5543","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5291","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","5047","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","4370","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","4622","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","4411","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","4030","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","3276","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44332630","2.1.6","2987","","","","0"
"1998","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","9296","","","","0"
"1999","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","9175","","","","0"
"2000","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","9413","","","","0"
"2001","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","9783","","","","0"
"2002","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8700","","","","0"
"2003","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8796","","","","0"
"2004","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8124","","","","0"
"2005","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","7518","","","","0"
"2006","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","7169","","","","0"
"2007","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","7670","","","","0"
"2008","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8190","","","","0"
"2009","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8425","","","","0"
"2010","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8698","","","","0"
"2011","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8521","","","","0"
"2012","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8678","","","","0"
"2013","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8706","","","","0"
"2014","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8310","","","","0"
"2015","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8194","","","","0"
"2016","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8724","","","","0"
"2017","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8432","","","","0"
"2018","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8346","","","","0"
"2019","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","8223","","","","0"
"2020","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44381906","2.1.7","7068","","","","0"
"1998","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350890","2.1.8","2003.54","","","","2"
"1999","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350890","2.1.8","1993.57","","","","2"
"2000","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350890","2.1.8","2058.85","","","","2"
"2001","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350890","2.1.8","2155.79","","","","2"
"2002","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350890","2.1.8","1917.90","","","","2"
"2003","Newfoundland and Labrador [10]","2016A000210","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44350890","2.1.8","1935.34","","","","2"
