"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units","0","v19457802","2.1","1258","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units","0","v19457802","2.1","1212","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units","0","v19457802","2.1","1211","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units","0","v19457802","2.1","1212","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units","0","v19457802","2.1","1232","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units","0","v19457802","2.1","1260","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units","0","v19457802","2.1","1264","","","","0"
"1998","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","776","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","767","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","772","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","767","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","779","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","768","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","766","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","776","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","799","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","838","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","884","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","917","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","939","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","935","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","926","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","917","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","895","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","889","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","910","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","911","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","900","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units","0","v19457800","2.2","902","","","","0"
"1998","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","704","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","692","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","698","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","689","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","687","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","675","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","666","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","665","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","669","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","693","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","727","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","749","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","772","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","761","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","749","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","740","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","715","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","702","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","720","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","715","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","693","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units","0","v53509189","2.10","688","","","","0"
"1998","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","72","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","75","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","74","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","78","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","92","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","93","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","100","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","111","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","130","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","145","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","157","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","168","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","167","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","174","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","177","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","177","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","180","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","187","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","190","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","196","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","207","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units","0","v53509190","2.11","214","","","","0"
"1998","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","222","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","224","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","223","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","216","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","232","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","236","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","247","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","272","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","270","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","306","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","317","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","366","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","334","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","334","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","370","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","341","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","317","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","322","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","302","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","321","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","360","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units","0","v19457801","2.3","362","","","","0"
"1998","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.5","","","","1"
"1999","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.4","","","","1"
"2000","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.5","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.6","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.4","","","","1"
"2003","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.3","","","","1"
"2004","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.1","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.9","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.0","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.7","","","","1"
"2008","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.8","","","","1"
"2009","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.5","","","","1"
"2010","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.8","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.8","","","","1"
"2012","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.5","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.7","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.8","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","3.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.5","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units","0","v19457803","2.4","2.5","","","","1"
"1998","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","143.7","","","","1"
"1999","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","143.8","","","","1"
"2000","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","146.2","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","146.9","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","149.9","","","","1"
"2003","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","148.1","","","","1"
"2004","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","148.0","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","150.9","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","156.5","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","164.6","","","","1"
"2008","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","172.8","","","","1"
"2009","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","177.5","","","","1"
"2010","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","179.9","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","178.1","","","","1"
"2012","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","175.9","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","174.0","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","169.5","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","168.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","171.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","172.4","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","171.2","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units","0","v19457805","2.6","172.9","","","","1"
"1998","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","965","","","","0"
"1999","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","959","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","947","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","956","","","","0"
"2002","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","988","","","","0"
"2003","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","1000","","","","0"
"2004","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","998","","","","0"
"2005","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","987","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","1031","","","","0"
"2007","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","1067","","","","0"
"2008","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","1126","","","","0"
"2009","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","949","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","953","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","959","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","954","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","955","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","936","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","945","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","938","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","929","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","932","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units","0","v65783490","2.12","931","","","","0"
"1998","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","178.7","","","","1"
"1999","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","179.8","","","","1"
"2000","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","179.3","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","183.1","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","190.2","","","","1"
"2003","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","192.9","","","","1"
"2004","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","192.9","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","191.9","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","201.9","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","209.6","","","","1"
"2008","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","220.1","","","","1"
"2009","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","183.7","","","","1"
"2010","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","182.6","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","182.7","","","","1"
"2012","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","181.2","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","181.2","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","177.2","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","178.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","177.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","175.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","177.3","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783491","2.13","178.5","","","","1"
"1998","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","41.0","","","","1"
"1999","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","39.4","","","","1"
"2000","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","40.2","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","39.6","","","","1"
"2002","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","40.1","","","","1"
"2003","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","42.1","","","","1"
"2004","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","42.9","","","","1"
"2005","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","40.9","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","39.2","","","","1"
"2007","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","38.6","","","","1"
"2008","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","36.4","","","","1"
"2009","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","36.1","","","","1"
"2010","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","36.6","","","","1"
"2011","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","35.2","","","","1"
"2012","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","34.4","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","34.3","","","","1"
"2014","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","33.0","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","34.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","34.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","31.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","32.3","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units","0","v19457806","2.7","34.4","","","","1"
"1998","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","76.38","","","","2"
"1999","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","69.22","","","","2"
"2000","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","70.12","","","","2"
"2001","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","69.07","","","","2"
"2002","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","71.38","","","","2"
"2003","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","74.44","","","","2"
"2004","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","79.31","","","","2"
"2005","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","78.54","","","","2"
"2006","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","73.13","","","","2"
"2007","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units","0","v65783492","2.14","75.32","","","","2"
