"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","1761","","","","0"
"2001","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","1923","","","","0"
"2002","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","2215","","","","0"
"2003","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","2323","","","","0"
"2004","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","2490","","","","0"
"2005","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","2793","","","","0"
"2006","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3019","","","","0"
"2007","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3169","","","","0"
"2008","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3353","","","","0"
"2009","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3494","","","","0"
"2010","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3583","","","","0"
"2011","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3750","","","","0"
"2012","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3818","","","","0"
"2013","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","3890","","","","0"
"2014","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","4002","","","","0"
"2015","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","4021","","","","0"
"2016","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","4094","","","","0"
"2017","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","4126","","","","0"
"2018","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","4178","","","","0"
"2019","Quebec","2016A000224","Female police officers","Number","223","units","0","v53509198","6.11","4178","","","","0"
"1998","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4618","","","","0"
"1999","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4686","","","","0"
"2000","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4191","","","","0"
"2001","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4371","","","","0"
"2002","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4665","","","","0"
"2003","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4657","","","","0"
"2004","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4805","","","","0"
"2005","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","5029","","","","0"
"2006","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4765","","","","0"
"2007","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4826","","","","0"
"2008","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4829","","","","0"
"2009","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","5061","","","","0"
"2010","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4981","","","","0"
"2011","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","5024","","","","0"
"2012","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4769","","","","0"
"2013","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4746","","","","0"
"2014","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","5161","","","","0"
"2015","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4813","","","","0"
"2016","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4705","","","","0"
"2017","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","4892","","","","0"
"2018","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","5078","","","","0"
"2019","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units","0","v19457829","6.3","5054","","","","0"
"1998","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.0","","","","1"
"1999","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","2.9","","","","1"
"2000","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.3","","","","1"
"2001","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.2","","","","1"
"2002","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"2003","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"2004","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.0","","","","1"
"2005","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","2.9","","","","1"
"2006","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.2","","","","1"
"2007","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.2","","","","1"
"2008","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.2","","","","1"
"2009","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"2010","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"2011","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"2012","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.4","","","","1"
"2013","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.4","","","","1"
"2014","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"2015","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.3","","","","1"
"2016","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.4","","","","1"
"2017","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.2","","","","1"
"2018","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"2019","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units","0","v19457831","6.4","3.1","","","","1"
"1998","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","186.9","","","","1"
"1999","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","187.8","","","","1"
"2000","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","188.1","","","","1"
"2001","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","188.3","","","","1"
"2002","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","194.0","","","","1"
"2003","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","192.0","","","","1"
"2004","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","191.4","","","","1"
"2005","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","194.6","","","","1"
"2006","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","197.8","","","","1"
"2007","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","198.0","","","","1"
"2008","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","198.5","","","","1"
"2009","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","198.0","","","","1"
"2010","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","196.6","","","","1"
"2011","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","197.4","","","","1"
"2012","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","198.2","","","","1"
"2013","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","197.3","","","","1"
"2014","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","198.7","","","","1"
"2015","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","195.9","","","","1"
"2016","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","194.0","","","","1"
"2017","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","191.4","","","","1"
"2018","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","189.0","","","","1"
"2019","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units","0","v19457833","6.6","184.1","","","","1"
"1998","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","14021","","","","0"
"1999","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","14121","","","","0"
"2000","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","14380","","","","0"
"2001","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","14590","","","","0"
"2002","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","14378","","","","0"
"2003","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16649","","","","0"
"2004","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16166","","","","0"
"2005","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","15061","","","","0"
"2006","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","15840","","","","0"
"2007","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16011","","","","0"
"2008","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16169","","","","0"
"2009","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","15804","","","","0"
"2010","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16004","","","","0"
"2011","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16007","","","","0"
"2012","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16337","","","","0"
"2013","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16390","","","","0"
"2014","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16452","","","","0"
"2015","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16687","","","","0"
"2016","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16501","","","","0"
"2017","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16562","","","","0"
"2018","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","16711","","","","0"
"2019","Quebec","2016A000224","Authorized police officer strength","Number","223","units","0","v65783538","6.12","11349","","","","0"
"1998","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","192.2","","","","1"
"1999","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","192.8","","","","1"
"2000","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","195.5","","","","1"
"2001","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","197.3","","","","1"
"2002","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","193.2","","","","1"
"2003","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","222.4","","","","1"
"2004","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","214.5","","","","1"
"2005","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","198.6","","","","1"
"2006","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","207.6","","","","1"
"2007","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","208.1","","","","1"
"2008","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","208.3","","","","1"
"2009","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","201.5","","","","1"
"2010","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","201.8","","","","1"
"2011","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","200.0","","","","1"
"2012","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","202.7","","","","1"
"2013","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","202.1","","","","1"
"2014","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","201.9","","","","1"
"2015","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","204.1","","","","1"
"2016","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","200.6","","","","1"
"2017","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","199.6","","","","1"
"2018","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","199.2","","","","1"
"2019","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783539","6.13","133.8","","","","1"
"1998","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","33.2","","","","1"
"1999","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","31.0","","","","1"
"2000","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","31.3","","","","1"
"2001","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","30.2","","","","1"
"2002","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","28.4","","","","1"
"2003","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","28.8","","","","1"
"2004","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","28.2","","","","1"
"2005","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","27.3","","","","1"
"2006","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","27.4","","","","1"
"2007","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","25.9","","","","1"
"2008","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","25.7","","","","1"
"2009","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","25.3","","","","1"
"2010","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","24.0","","","","1"
"2011","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","22.4","","","","1"
"2012","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","21.9","","","","1"
"2013","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","19.7","","","","1"
"2014","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","17.7","","","","1"
"2015","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","17.5","","","","1"
"2016","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","17.5","","","","1"
"2017","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","17.8","","","","1"
"2018","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","17.5","","","","1"
"2019","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units","0","v19457834","6.7","17.9","","","","1"
"1998","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","112.68","","","","2"
"1999","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","104.30","","","","2"
"2000","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","101.78","","","","2"
"2001","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","96.59","","","","2"
"2002","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","93.54","","","","2"
"2003","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","92.93","","","","2"
"2004","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","90.33","","","","2"
"2005","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","89.91","","","","2"
"2006","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","91.00","","","","2"
"2007","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","84.68","","","","2"
"2008","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","83.04","","","","2"
"2009","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","81.47","","","","2"
"2010","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","75.99","","","","2"
"2011","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","73.35","","","","2"
"2012","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","70.69","","","","2"
"2013","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","62.67","","","","2"
"2014","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","57.66","","","","2"
"2015","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","56.95","","","","2"
"2016","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","56.62","","","","2"
"2017","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","57.82","","","","2"
"2018","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","56.63","","","","2"
"2019","Quebec","2016A000224","Crime severity index","Index","160","units","0","v65783540","6.14","55.87","","","","2"
"1998","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","29.48","","","","2"
"1999","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","30.88","","","","2"
"2000","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","31.28","","","","2"
"2001","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","32.11","","","","2"
"2002","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","31.36","","","","2"
"2003","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","32.94","","","","2"
"2004","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","33.54","","","","2"
"2005","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","33.45","","","","2"
"2006","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","33.32","","","","2"
"2007","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","33.84","","","","2"
"2008","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","34.52","","","","2"
"2009","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","35.20","","","","2"
"2010","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","36.25","","","","2"
"2011","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","37.00","","","","2"
"2012","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","38.89","","","","2"
"2013","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","39.93","","","","2"
"2014","Quebec","2016A000224","Weighted clearance rate","Rate","257","units","0","v65783541","6.15","41.74","","","","2"
