"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","42.15","","","","2"
"2008","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","44.20","","","","2"
"2009","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","45.76","","","","2"
"2010","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","45.69","","","","2"
"2011","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","41.04","","","","2"
"2012","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","41.00","","","","2"
"2013","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","40.87","","","","2"
"2014","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","40.69","","","","2"
"2015","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","36.81","","","","2"
"2016","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","41.64","","","","2"
"2017","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","37.40","","","","2"
"2018","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","35.41","","","","2"
"2019","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","33.31","","","","2"


